timestamp,datetime,symbol,timeframe,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr_14,obv
1713110400000,2024-04-14 16:00:00,BTC/USDT,1h,64180.98000000,64747.25000000,64126.03000000,64412.37000000,1458.37622000,64061.82000000,,,64289.27301944,,47.53657696,,,,65004.31692331,64061.82000000,63119.32307669,1093.24691330,-11827.93819000
1713114000000,2024-04-14 17:00:00,BTC/USDT,1h,64412.38000000,64580.01000000,62573.66000000,63868.58000000,5806.56587000,64108.84850000,,,64224.55101645,,42.57504066,,,,64902.45863570,64108.84850000,63315.23836430,1158.46856235,-17634.50406000
1713117600000,2024-04-14 18:00:00,BTC/USDT,1h,63868.57000000,64695.40000000,63757.00000000,64397.67000000,2000.50410000,64114.05900000,,,64251.18470622,64547.29990111,48.23610669,-296.11519489,,,64913.79379406,64114.05900000,63314.32420594,1142.74937933,-15633.99996000
1713121200000,2024-04-14 19:00:00,BTC/USDT,1h,64397.67000000,64474.23000000,63940.30000000,64168.62000000,1173.81682000,64126.26450000,,,64238.48244373,64519.24953807,46.11657462,-280.76709434,,,64921.49368695,64126.26450000,63331.03531305,1099.26228080,-16807.81678000
1713124800000,2024-04-14 20:00:00,BTC/USDT,1h,64168.62000000,64350.00000000,63699.20000000,63842.36000000,1314.47247000,64134.77350000,,,64177.54052931,64469.10957228,43.20442180,-291.56904297,,,64913.86377324,64134.77350000,63355.68322676,1067.22926075,-18122.28925000
1713128400000,2024-04-14 21:00:00,BTC/USDT,1h,63842.35000000,63848.49000000,63326.42000000,63682.15000000,1243.34830000,64131.72550000,,,64101.32660172,64410.81627063,41.80827887,-309.48966891,,,64917.37048327,64131.72550000,63346.08051673,1028.28931355,-19365.63755000
1713132000000,2024-04-14 22:00:00,BTC/USDT,1h,63682.15000000,65463.56000000,63641.79000000,65330.30000000,4193.38241000,64244.03150000,,,64290.39943223,64478.92617651,57.14922546,-188.52674428,,,65040.67027679,64244.03150000,63447.39272321,1084.96650544,-15172.25514000
1713135600000,2024-04-14 23:00:00,BTC/USDT,1h,65330.29000000,65840.00000000,65057.01000000,65661.84000000,2383.88196000,64355.24600000,,,64501.39028881,64566.54942270,59.46423714,-65.15913389,,,65281.04964399,64355.24600000,63429.44235601,1063.39675505,-12788.37318000
1713139200000,2024-04-15 00:00:00,BTC/USDT,1h,65661.85000000,65867.45000000,65283.11000000,65485.23000000,2438.29742000,64431.65800000,,,64652.75024438,64634.59983583,57.67668450,18.15040855,,,65459.96165748,64431.65800000,63403.35434252,1029.17841540,-15226.67060000
1713142800000,2024-04-15 01:00:00,BTC/USDT,1h,65485.22000000,65706.53000000,65042.98000000,65275.62000000,1498.85105000,64476.23950000,,,64748.57636063,64682.08281095,55.54260487,66.49354967,,,65567.77891535,64476.23950000,63384.70008465,1003.06210002,-16725.52165000
1713146400000,2024-04-15 02:00:00,BTC/USDT,1h,65275.63000000,65361.47000000,64937.01000000,65129.74000000,1415.78066000,64500.22850000,,,64807.21692053,64715.24260273,54.04386864,91.97431779,-87.78476371,179.75908150,65626.52030280,64500.22850000,63373.93669720,961.73337859,-18141.30231000
1713150000000,2024-04-15 03:00:00,BTC/USDT,1h,65129.73000000,65323.77000000,65030.88000000,65138.19000000,868.20744000,64533.92300000,,,64858.13585583,64746.57203957,54.12109359,111.56381626,-47.91504771,159.47886398,65693.72158226,64533.92300000,63374.12441774,913.95885155,-17273.09487000
1713153600000,2024-04-15 04:00:00,BTC/USDT,1h,65138.20000000,65170.22000000,64683.01000000,64906.14000000,1243.69851000,64552.69650000,,,64865.52110878,64758.39188849,51.55881320,107.12922029,-16.90619411,124.03541440,65723.77717904,64552.69650000,63381.61582096,883.47679072,-18516.79338000
1713157200000,2024-04-15 05:00:00,BTC/USDT,1h,64906.13000000,65512.20000000,64903.60000000,65466.74000000,1223.27993000,64619.32400000,,,64958.01632281,64810.86211897,56.87113443,147.15420384,15.90588548,131.24831836,65838.23278562,64619.32400000,63400.41521438,863.84273424,-17293.51345000
1713160800000,2024-04-15 06:00:00,BTC/USDT,1h,65466.73000000,66558.78000000,65355.45000000,66463.63000000,3993.62884000,64719.64400000,,,65189.64919623,64933.28936942,64.35672379,256.35982681,63.99667375,192.36315306,66175.84462128,64719.64400000,63263.44337872,888.09182465,-13299.88461000
1713164400000,2024-04-15 07:00:00,BTC/USDT,1h,66463.63000000,66582.84000000,66151.41000000,66263.84000000,2429.09898000,64824.53350000,,,65354.90931989,65031.84867539,62.03296165,323.06064450,115.80946790,207.25117660,66403.18102700,64824.53350000,63245.88597300,855.47312289,-15728.98359000
1713168000000,2024-04-15 08:00:00,BTC/USDT,1h,66263.84000000,66457.88000000,66064.48000000,66287.21000000,1624.73611000,64912.63150000,,,65498.34019375,65124.83840314,62.20487247,373.50179061,167.34793244,206.15385817,66607.04979845,64912.63150000,63218.21320155,822.46789983,-14104.24748000
